sort_order,wmo,name,history_product,local_date_time,local_date_time_full,aifstime_utc,lat,lon,apparent_t,cloud,cloud_base_m,cloud_oktas,cloud_type_id,cloud_type,delta_t,gust_kmh,gust_kt,air_temp,dewpt,press,press_qnh,press_msl,press_tend,rain_trace,rel_hum,sea_state,swell_dir_worded,swell_height,swell_period,vis_km,weather,wind_dir,wind_spd_kmh,wind_spd_kt
97,94610,"Perth Airport","IDW60901","03/12:44pm","20180703124400","20180703044400",-31.9,116.0,11.4,"Mostly clear",1200,2,8,"Cumulus",5.8,46,25,17.7,5.8,1011.6,1011.6,1011.6,"-","0.2",45,"-","-",-9999.0,-9999,"10","-","W",28,15
98,94610,"Perth Airport","IDW60901","03/12:30pm","20180703123000","20180703043000",-31.9,116.0,11.3,"Partly cloudy",1260,4,8,"Cumulus",5.3,41,22,17.7,7.1,1011.6,1011.6,1011.6,"-","0.2",50,"-","-",-9999.0,-9999,"10","-","W",30,16
99,94610,"Perth Airport","IDW60901","03/12:07pm","20180703120700","20180703040700",-31.9,116.0,10.5,"Partly cloudy",1260,4,8,"Cumulus",5.4,48,26,17.1,6.0,1011.8,1011.8,1011.8,"-","0.2",48,"-","-",-9999.0,-9999,"10","-","W",30,16
100,94610,"Perth Airport","IDW60901","03/12:00pm","20180703120000","20180703040000",-31.9,116.0,10.5,"Partly cloudy",1000,4,32,"Towering Cumulus",5.8,48,26,17.7,5.8,1011.7,1011.7,1011.7,"R","0.2",45,"-","-",-9999.0,-9999,"25","Fine","W",33,18
101,94610,"Perth Airport","IDW60901","03/11:30am","20180703113000","20180703033000",-31.9,116.0,11.2,"Partly cloudy",1260,4,8,"Cumulus",5.7,54,29,18.2,6.8,1011.7,1011.7,1011.7,"-","0.2",47,"-","-",-9999.0,-9999,"10","-","W",33,18
102,94610,"Perth Airport","IDW60901","03/11:03am","20180703110300","20180703030300",-31.9,116.0,12.2,"Mostly clear",1200,2,8,"Cumulus",5.1,46,25,18.0,8.0,1011.5,1011.5,1011.5,"-","0.2",52,"-","-",-9999.0,-9999,"10","-","W",28,15
103,94610,"Perth Airport","IDW60901","03/11:00am","20180703110000","20180703030000",-31.9,116.0,11.8,"Mostly clear",1200,2,8,"Cumulus",4.9,46,25,17.9,8.4,1011.5,1011.5,1011.5,"-","0.2",53,"-","-",-9999.0,-9999,"10","-","W",30,16
104,94610,"Perth Airport","IDW60901","03/10:30am","20180703103000","20180703023000",-31.9,116.0,12.4,"Partly cloudy",1200,3,8,"Cumulus",4.7,39,21,17.7,8.6,1011.3,1011.3,1011.3,"-","0.2",55,"-","-",-9999.0,-9999,"10","-","W",26,14
105,94610,"Perth Airport","IDW60901","03/10:00am","20180703100000","20180703020000",-31.9,116.0,13.3,"Mostly clear",1200,2,8,"Cumulus",3.9,32,17,17.1,9.7,1010.9,1010.9,1010.9,"-","0.0",61,"-","-",-9999.0,-9999,"10","-","W",20,11
106,94610,"Perth Airport","IDW60901","03/09:30am","20180703093000","20180703013000",-31.9,116.0,13.7,"Partly cloudy",1140,4,8,"Cumulus",4.0,28,15,17.3,9.7,1010.7,1010.7,1010.7,"-","0.0",61,"-","-",-9999.0,-9999,"10","-","W",19,10
107,94610,"Perth Airport","IDW60901","03/09:00am","20180703090000","20180703010000",-31.9,116.0,12.8,"Partly cloudy",1000,5,38,"-",3.6,37,20,16.6,9.7,1010.2,1010.2,1010.2,"R","26.6",63,"-","-",-9999.0,-9999,"25","Distant precip.","W",20,11
108,94610,"Perth Airport","IDW60901","03/08:30am","20180703083000","20180703003000",-31.9,116.0,12.5,"Partly cloudy",1050,3,8,"Cumulus",2.8,26,14,15.3,9.9,1009.8,1009.8,1009.8,"-","26.6",70,"-","-",-9999.0,-9999,"10","-","W",15,8
109,94610,"Perth Airport","IDW60901","03/08:00am","20180703080000","20180703000000",-31.9,116.0,11.7,"Partly cloudy",1050,3,8,"Cumulus",2.1,26,14,14.7,10.7,1009.3,1009.3,1009.3,"-","26.6",77,"-","-",-9999.0,-9999,"10","-","WNW",17,9
110,94610,"Perth Airport","IDW60901","03/07:30am","20180703073000","20180702233000",-31.9,116.0,12.4,"Partly cloudy",1050,4,8,"Cumulus",3.7,26,14,15.9,8.7,1008.8,1008.8,1008.8,"-","26.4",62,"-","-",-9999.0,-9999,"10","-","W",17,9
111,94610,"Perth Airport","IDW60901","03/07:00am","20180703070000","20180702230000",-31.9,116.0,12.0,"Partly cloudy",1050,5,8,"Cumulus",3.5,35,19,16.0,9.2,1008.2,1008.2,1008.2,"-","26.4",64,"-","-",-9999.0,-9999,"10","-","W",20,11
112,94610,"Perth Airport","IDW60901","03/06:30am","20180703063000","20180702223000",-31.9,116.0,12.5,"Partly cloudy",1050,3,8,"Cumulus",3.5,26,14,16.2,9.5,1007.8,1007.8,1007.8,"-","26.4",64,"-","-",-9999.0,-9999,"10","-","W",19,10
113,94610,"Perth Airport","IDW60901","03/06:00am","20180703060000","20180702220000",-31.9,116.0,12.3,"Mostly cloudy",600,6,38,"-",3.1,30,16,16.0,10.1,1007.3,1007.3,1007.3,"R","26.4",68,"-","-",-9999.0,-9999,"25","Fine","W",20,11
114,94610,"Perth Airport","IDW60901","03/05:30am","20180703053000","20180702213000",-31.9,116.0,12.6,"Mostly clear",900,1,8,"Cumulus",3.2,35,19,16.3,10.3,1006.9,1006.9,1006.9,"-","26.4",67,"-","-",-9999.0,-9999,"10","-","W",20,11
115,94610,"Perth Airport","IDW60901","03/05:00am","20180703050000","20180702210000",-31.9,116.0,12.3,"Partly cloudy",1290,5,6,"Stratocumulus",3.1,37,20,16.3,10.5,1006.4,1006.4,1006.4,"-","26.4",68,"-","-",-9999.0,-9999,"10","-","W",22,12
116,94610,"Perth Airport","IDW60901","03/04:30am","20180703043000","20180702203000",-31.9,116.0,13.2,"Partly cloudy",930,3,6,"Stratocumulus",2.7,30,16,16.4,11.4,1006.1,1006.1,1006.1,"-","26.4",72,"-","-",-9999.0,-9999,"10","-","W",19,10
117,94610,"Perth Airport","IDW60901","03/04:00am","20180703040000","20180702200000",-31.9,116.0,13.1,"Partly cloudy",1170,3,6,"Stratocumulus",2.0,33,18,16.1,12.5,1005.9,1005.9,1005.9,"-","26.4",79,"-","-",-9999.0,-9999,"10","-","WNW",20,11
118,94610,"Perth Airport","IDW60901","03/03:34am","20180703033400","20180702193400",-31.9,116.0,11.5,"Partly cloudy",990,3,8,"Cumulus",2.5,48,26,16.3,11.7,1005.8,1005.8,1005.8,"-","26.4",74,"-","-",-9999.0,-9999,"10","-","W",28,15
119,94610,"Perth Airport","IDW60901","03/03:30am","20180703033000","20180702193000",-31.9,116.0,12.4,"Partly cloudy",990,3,6,"Stratocumulus",2.7,48,26,16.5,11.5,1005.7,1005.7,1005.7,"-","26.4",72,"-","-",-9999.0,-9999,"10","-","W",24,13
120,94610,"Perth Airport","IDW60901","03/03:04am","20180703030400","20180702190400",-31.9,116.0,11.8,"Partly cloudy",990,3,8,"Cumulus",2.6,50,27,16.6,11.8,1005.7,1005.7,1005.7,"-","26.4",73,"-","-",-9999.0,-9999,"8","Showers","WNW",28,15
121,94610,"Perth Airport","IDW60901","03/03:00am","20180703030000","20180702190000",-31.9,116.0,13.2,"Cloudy",600,8,38,"-",2.9,37,20,17.2,11.9,1005.7,1005.7,1005.7,"R","26.2",71,"-","-",-9999.0,-9999,"8","Showers","WNW",24,13
122,94610,"Perth Airport","IDW60901","03/02:30am","20180703023000","20180702183000",-31.9,116.0,14.3,"Mostly clear",990,2,8,"Cumulus",2.3,28,15,17.0,12.9,1005.0,1005.0,1005.0,"-","26.0",77,"-","-",-9999.0,-9999,"10","Showers","W",19,10
123,94610,"Perth Airport","IDW60901","03/02:00am","20180703020000","20180702180000",-31.9,116.0,13.8,"Partly cloudy",1890,3,-9999,"-",2.7,28,15,16.8,11.9,1005.0,1005.0,1005.0,"-","26.0",73,"-","-",-9999.0,-9999,"10","-","WNW",19,10
124,94610,"Perth Airport","IDW60901","03/01:30am","20180703013000","20180702173000",-31.9,116.0,13.1,"Partly cloudy",1140,4,6,"Stratocumulus",2.3,33,18,16.8,12.7,1004.7,1004.7,1004.7,"-","26.0",77,"-","-",-9999.0,-9999,"10","-","WNW",24,13
125,94610,"Perth Airport","IDW60901","03/01:00am","20180703010000","20180702170000",-31.9,116.0,15.8,"Partly cloudy",1080,4,6,"Stratocumulus",0.4,11,6,15.8,15.1,1004.6,1004.6,1004.6,"-","26.0",96,"-","-",-9999.0,-9999,"10","-","NNE",9,5
126,94610,"Perth Airport","IDW60901","03/12:30am","20180703003000","20180702163000",-31.9,116.0,15.6,"Mostly clear",300,1,7,"Stratus",0.3,13,7,15.9,15.4,1005.2,1005.2,1005.2,"-","25.8",97,"-","-",-9999.0,-9999,"10","-","NNE",11,6
127,94610,"Perth Airport","IDW60901","03/12:00am","20180703000000","20180702160000",-31.9,116.0,15.6,"Cloudy",100,8,35,"-",0.3,17,9,15.9,15.4,1005.0,1005.0,1005.0,"R","25.8",97,"-","-",-9999.0,-9999,"10","Showers","N",11,6
128,94610,"Perth Airport","IDW60901","02/11:30pm","20180702233000","20180702153000",-31.9,116.0,15.5,"Partly cloudy",210,3,7,"Stratus",0.3,17,9,16.1,15.6,1005.1,1005.1,1005.1,"-","25.8",97,"-","-",-9999.0,-9999,"8","Showers","NNW",13,7
129,94610,"Perth Airport","IDW60901","02/11:00pm","20180702230000","20180702150000",-31.9,116.0,15.0,"Mostly clear",390,2,8,"Cumulus",0.4,20,11,16.1,15.4,1005.0,1005.0,1005.0,"-","25.4",96,"-","-",-9999.0,-9999,"9","-","N",15,8
130,94610,"Perth Airport","IDW60901","02/10:30pm","20180702223000","20180702143000",-31.9,116.0,14.6,"Mostly clear",240,1,7,"Stratus",0.5,26,14,16.1,15.2,1004.6,1004.6,1004.6,"-","25.4",94,"-","-",-9999.0,-9999,"10","-","NW",17,9
131,94610,"Perth Airport","IDW60901","02/10:00pm","20180702220000","20180702140000",-31.9,116.0,14.5,"Mostly cloudy",180,6,7,"Stratus",0.4,32,17,16.4,15.7,1005.0,1005.0,1005.0,"-","24.2",96,"-","-",-9999.0,-9999,"4","-","WNW",20,11
132,94610,"Perth Airport","IDW60901","02/09:51pm","20180702215100","20180702135100",-31.9,116.0,15.2,"Mostly cloudy",240,6,7,"Stratus",0.4,22,12,16.2,15.5,1004.6,1004.6,1004.6,"-","21.8",96,"-","-",-9999.0,-9999,"4","Showers","WNW",15,8
133,94610,"Perth Airport","IDW60901","02/09:43pm","20180702214300","20180702134300",-31.9,116.0,13.8,"Partly cloudy",210,4,7,"Stratus",0.4,39,21,16.2,15.5,1004.4,1004.4,1004.4,"-","21.6",96,"-","-",-9999.0,-9999,"7","Showers","NNW",22,12
134,94610,"Perth Airport","IDW60901","02/09:30pm","20180702213000","20180702133000",-31.9,116.0,14.4,"Partly cloudy",300,5,7,"Stratus",0.4,28,15,16.2,15.5,1004.0,1004.0,1004.0,"-","21.4",96,"-","-",-9999.0,-9999,"10","-","NNE",19,10
135,94610,"Perth Airport","IDW60901","02/09:00pm","20180702210000","20180702130000",-31.9,116.0,14.5,"Cloudy",300,8,38,"-",0.4,26,14,16.3,15.6,1004.4,1004.4,1004.4,"F","21.4",96,"-","-",-9999.0,-9999,"10","Distant precip.","N",19,10
136,94610,"Perth Airport","IDW60901","02/08:30pm","20180702203000","20180702123000",-31.9,116.0,14.6,"Mostly clear",360,2,7,"Stratus",0.5,24,13,16.4,15.5,1004.5,1004.5,1004.5,"-","21.2",94,"-","-",-9999.0,-9999,"10","-","NNE",19,10
137,94610,"Perth Airport","IDW60901","02/08:17pm","20180702201700","20180702121700",-31.9,116.0,14.0,"Mostly clear",270,1,7,"Stratus",0.5,30,16,16.4,15.5,1004.9,1004.9,1004.9,"-","21.2",94,"-","-",-9999.0,-9999,"10","-","NNE",22,12
138,94610,"Perth Airport","IDW60901","02/08:12pm","20180702201200","20180702121200",-31.9,116.0,13.8,"Mostly clear",240,1,7,"Stratus",0.5,28,15,16.5,15.6,1002.7,1002.7,1002.7,"-","21.2",94,"-","-",-9999.0,-9999,"10","-","NNE",24,13
139,94610,"Perth Airport","IDW60901","02/08:00pm","20180702200000","20180702120000",-31.9,116.0,15.0,"Mostly clear",180,2,7,"Stratus",0.6,28,15,16.7,15.7,1005.1,1005.1,1005.1,"-","21.2",94,"-","-",-9999.0,-9999,"10","-","N",19,10
140,94610,"Perth Airport","IDW60901","02/07:30pm","20180702193000","20180702113000",-31.9,116.0,14.3,"Partly cloudy",270,5,7,"Stratus",0.4,33,18,16.8,16.1,1004.4,1004.4,1004.4,"-","21.2",96,"-","-",-9999.0,-9999,"10","-","N",24,13
141,94610,"Perth Airport","IDW60901","02/07:02pm","20180702190200","20180702110200",-31.9,116.0,16.0,"Cloudy",150,8,7,"Stratus",0.3,24,13,16.5,16.0,1004.3,1004.3,1004.3,"-","18.8",97,"-","-",-9999.0,-9999,"2","Showers","W",13,7
142,94610,"Perth Airport","IDW60901","02/07:00pm","20180702190000","20180702110000",-31.9,116.0,16.0,"Cloudy",150,8,7,"Stratus",0.3,24,13,16.5,16.0,1004.5,1004.5,1004.5,"-","18.2",97,"-","-",-9999.0,-9999,"4","-","WNW",13,7
143,94610,"Perth Airport","IDW60901","02/06:53pm","20180702185300","20180702105300",-31.9,116.0,15.6,"Cloudy",180,8,7,"Stratus",0.4,19,10,16.5,15.8,1004.0,1004.0,1004.0,"-","17.6",96,"-","-",-9999.0,-9999,"5","Showers","N",15,8
144,94610,"Perth Airport","IDW60901","02/06:50pm","20180702185000","20180702105000",-31.9,116.0,15.6,"Cloudy",180,8,7,"Stratus",0.4,19,10,16.5,15.8,1004.0,1004.0,1004.0,"-","17.2",96,"-","-",-9999.0,-9999,"7","Showers","N",15,8
145,94610,"Perth Airport","IDW60901","02/06:30pm","20180702183000","20180702103000",-31.9,116.0,14.7,"Mostly cloudy",240,7,7,"Stratus",0.5,26,14,16.5,15.6,1003.9,1003.9,1003.9,"-","17.0",94,"-","-",-9999.0,-9999,"10","-","NNE",19,10
146,94610,"Perth Airport","IDW60901","02/06:00pm","20180702180000","20180702100000",-31.9,116.0,14.6,"Cloudy",300,8,35,"-",0.6,24,13,16.4,15.4,1004.1,1004.1,1004.1,"F","17.0",94,"-","-",-9999.0,-9999,"10","Distant precip.","N",19,10
147,94610,"Perth Airport","IDW60901","02/05:44pm","20180702174400","20180702094400",-31.9,116.0,14.7,"Partly cloudy",360,5,7,"Stratus",0.6,20,11,16.2,15.2,1004.1,1004.1,1004.1,"-","17.0",94,"-","-",-9999.0,-9999,"10","-","NNE",17,9
148,94610,"Perth Airport","IDW60901","02/05:30pm","20180702173000","20180702093000",-31.9,116.0,14.6,"Mostly clear",360,1,7,"Stratus",0.7,20,11,16.2,15.0,1004.0,1004.0,1004.0,"-","17.0",93,"-","-",-9999.0,-9999,"10","-","N",17,9
149,94610,"Perth Airport","IDW60901","02/05:00pm","20180702170000","20180702090000",-31.9,116.0,14.2,"Partly cloudy",600,5,7,"Stratus",0.9,30,16,16.4,14.8,1003.7,1003.7,1003.7,"-","17.0",90,"-","-",-9999.0,-9999,"10","-","N",20,11
150,94610,"Perth Airport","IDW60901","02/04:30pm","20180702163000","20180702083000",-31.9,116.0,13.7,"Mostly clear",600,1,7,"Stratus",1.2,30,16,16.5,14.4,1003.6,1003.6,1003.6,"-","17.0",87,"-","-",-9999.0,-9999,"10","-","N",22,12
151,94610,"Perth Airport","IDW60901","02/04:00pm","20180702160000","20180702080000",-31.9,116.0,13.7,"Partly cloudy",600,3,7,"Stratus",1.4,33,18,16.8,14.4,1004.1,1004.1,1004.1,"-","16.8",86,"-","-",-9999.0,-9999,"10","-","N",24,13
152,94610,"Perth Airport","IDW60901","02/03:36pm","20180702153600","20180702073600",-31.9,116.0,13.7,"Mostly clear",480,1,7,"Stratus",1.4,35,19,16.8,14.4,1004.4,1004.4,1004.4,"-","16.8",86,"-","-",-9999.0,-9999,"10","-","N",24,13
153,94610,"Perth Airport","IDW60901","02/03:30pm","20180702153000","20180702073000",-31.9,116.0,12.9,"Partly cloudy",540,5,7,"Stratus",1.4,44,24,16.8,14.4,1004.4,1004.4,1004.4,"-","16.8",86,"-","-",-9999.0,-9999,"10","-","N",28,15
154,94610,"Perth Airport","IDW60901","02/03:00pm","20180702150000","20180702070000",-31.9,116.0,14.2,"Cloudy",300,8,35,"-",1.0,39,21,17.6,15.9,1003.8,1003.8,1003.8,"R","16.8",90,"-","-",-9999.0,-9999,"10","Recent precip.","N",28,15
155,94610,"Perth Airport","IDW60901","02/02:30pm","20180702143000","20180702063000",-31.9,116.0,12.3,"Mostly clear",330,2,7,"Stratus",0.8,59,32,17.9,16.6,1004.1,1004.1,1004.1,"-","16.8",92,"-","-",-9999.0,-9999,"8","Rain","NNW",41,22
156,94610,"Perth Airport","IDW60901","02/02:00pm","20180702140000","20180702060000",-31.9,116.0,13.7,"Partly cloudy",240,3,7,"Stratus",0.5,61,33,18.2,17.4,1003.7,1003.7,1003.7,"-","15.4",95,"-","-",-9999.0,-9999,"4","-","NNW",37,20
157,94610,"Perth Airport","IDW60901","02/01:51pm","20180702135100","20180702055100",-31.9,116.0,14.9,"Partly cloudy",270,5,7,"Stratus",0.5,50,27,18.1,17.3,1003.5,1003.5,1003.5,"-","14.6",95,"-","-",-9999.0,-9999,"5","Rain","N",30,16
158,94610,"Perth Airport","IDW60901","02/01:41pm","20180702134100","20180702054100",-31.9,116.0,15.0,"Partly cloudy",270,5,7,"Stratus",0.3,41,22,17.8,17.3,1003.2,1003.2,1003.2,"-","14.0",97,"-","-",-9999.0,-9999,"6","Rain","N",28,15
159,94610,"Perth Airport","IDW60901","02/01:30pm","20180702133000","20180702053000",-31.9,116.0,15.1,"Partly cloudy",270,3,7,"Stratus",0.3,33,18,17.6,17.1,1003.0,1003.0,1003.0,"-","13.0",97,"-","-",-9999.0,-9999,"8","Rain","N",26,14
160,94610,"Perth Airport","IDW60901","02/01:00pm","20180702130000","20180702050000",-31.9,116.0,13.6,"Partly cloudy",240,5,7,"Stratus",0.3,43,23,17.1,16.6,1003.1,1003.1,1003.1,"-","10.6",97,"-","-",-9999.0,-9999,"4","-","N",30,16
161,94610,"Perth Airport","IDW60901","02/12:30pm","20180702123000","20180702043000",-31.9,116.0,11.7,"Partly cloudy",270,3,7,"Stratus",0.3,41,22,16.1,15.6,1003.2,1003.2,1003.2,"-","9.0",97,"-","-",-9999.0,-9999,"5","Rain","N",33,18
162,94610,"Perth Airport","IDW60901","02/12:00pm","20180702120000","20180702040000",-31.9,116.0,10.9,"Cloudy",300,8,35,"-",0.5,44,24,15.9,15.0,1003.9,1003.9,1003.9,"F","5.8",94,"-","-",-9999.0,-9999,"5","Rain","N",35,19
163,94610,"Perth Airport","IDW60901","02/11:59am","20180702115900","20180702035900",-31.9,116.0,11.2,"Partly cloudy",510,5,7,"Stratus",0.6,44,24,15.9,14.9,1003.9,1003.9,1003.9,"-","5.8",94,"-","-",-9999.0,-9999,"5","Rain","N",33,18
164,94610,"Perth Airport","IDW60901","02/11:30am","20180702113000","20180702033000",-31.9,116.0,10.6,"Partly cloudy",420,3,7,"Stratus",0.6,46,25,15.7,14.7,1004.3,1004.3,1004.3,"-","4.4",94,"-","-",-9999.0,-9999,"6","Rain","N",35,19
165,94610,"Perth Airport","IDW60901","02/11:00am","20180702110000","20180702030000",-31.9,116.0,10.4,"Mostly clear",540,1,7,"Stratus",0.6,43,23,15.2,14.1,1004.9,1004.9,1004.9,"-","3.0",93,"-","-",-9999.0,-9999,"6","-","N",32,17
166,94610,"Perth Airport","IDW60901","02/10:55am","20180702105500","20180702025500",-31.9,116.0,10.8,"Mostly clear",540,1,7,"Stratus",0.7,39,21,15.2,14.0,1004.9,1004.9,1004.9,"-","3.0",92,"-","-",-9999.0,-9999,"5","Rain","N",30,16
167,94610,"Perth Airport","IDW60901","02/10:30am","20180702103000","20180702023000",-31.9,116.0,9.7,"Mostly clear",540,1,7,"Stratus",0.6,37,20,14.4,13.3,1005.2,1005.2,1005.2,"-","2.6",93,"-","-",-9999.0,-9999,"10","Rain","N",30,16
168,94610,"Perth Airport","IDW60901","02/10:26am","20180702102600","20180702022600",-31.9,116.0,9.6,"Partly cloudy",780,5,-9999,"-",0.6,37,20,14.3,13.2,1005.3,1005.3,1005.3,"-","2.4",93,"-","-",-9999.0,-9999,"10","-","N",30,16
169,94610,"Perth Airport","IDW60901","02/10:00am","20180702100000","20180702020000",-31.9,116.0,10.1,"Partly cloudy",600,3,7,"Stratus",0.8,32,17,14.2,12.7,1005.7,1005.7,1005.7,"-","1.0",91,"-","-",-9999.0,-9999,"5","-","NNE",26,14
170,94610,"Perth Airport","IDW60901","02/09:30am","20180702093000","20180702013000",-31.9,116.0,8.6,"Mostly clear",720,1,7,"Stratus",1.1,46,25,14.5,12.5,1006.4,1006.4,1006.4,"-","0.4",88,"-","-",-9999.0,-9999,"8","-","NNE",35,19
171,94610,"Perth Airport","IDW60901","02/09:00am","20180702090000","20180702010000",-31.9,116.0,9.7,"Cloudy",1000,8,35,"-",1.4,43,23,14.7,12.1,1006.6,1006.6,1006.6,"F","2.2",84,"-","-",-9999.0,-9999,"6","Rain","NNE",30,16
172,94610,"Perth Airport","IDW60901","02/08:30am","20180702083000","20180702003000",-31.9,116.0,12.8,"Partly cloudy",1260,3,-9999,"-",2.1,28,15,15.8,12.0,1006.4,1006.4,1006.4,"-","1.0",78,"-","-",-9999.0,-9999,"7","Showers","N",19,10
173,94610,"Perth Airport","IDW60901","02/08:28am","20180702082800","20180702002800",-31.9,116.0,12.6,"Partly cloudy",1950,3,-9999,"-",2.3,28,15,15.9,11.7,1006.4,1006.4,1006.4,"-","0.8",76,"-","-",-9999.0,-9999,"5","Showers","N",20,11
174,94610,"Perth Airport","IDW60901","02/08:00am","20180702080000","20180702000000",-31.9,116.0,11.8,"Partly cloudy",2340,3,-9999,"-",4.2,41,22,17.3,9.3,1005.8,1005.8,1005.8,"-","0.2",59,"-","-",-9999.0,-9999,"10","-","NNE",28,15
175,94610,"Perth Airport","IDW60901","02/07:30am","20180702073000","20180701233000",-31.9,116.0,11.3,"Partly cloudy",1680,3,-9999,"-",4.4,35,19,17.0,8.4,1006.4,1006.4,1006.4,"-","0.2",57,"-","-",-9999.0,-9999,"10","Rain","NNE",28,15
176,94610,"Perth Airport","IDW60901","02/07:00am","20180702070000","20180701230000",-31.9,116.0,11.2,"Partly cloudy",2460,5,-9999,"-",4.9,35,19,17.1,7.4,1006.6,1006.6,1006.6,"-","0.2",53,"-","-",-9999.0,-9999,"10","-","NNE",28,15
177,94610,"Perth Airport","IDW60901","02/06:30am","20180702063000","20180701223000",-31.9,116.0,11.6,"Partly cloudy",2910,3,-9999,"-",5.9,35,19,17.9,5.9,1006.9,1006.9,1006.9,"-","0.0",45,"-","-",-9999.0,-9999,"10","-","NNE",28,15
178,94610,"Perth Airport","IDW60901","02/06:00am","20180702060000","20180701220000",-31.9,116.0,12.0,"Mostly cloudy",2500,7,30,"-",5.7,32,17,17.8,6.3,1007.1,1007.1,1007.1,"F","0.0",47,"-","-",-9999.0,-9999,"20","Rain","NNE",26,14
179,94610,"Perth Airport","IDW60901","02/05:30am","20180702053000","20180701213000",-31.9,116.0,11.9,"Partly cloudy",3450,5,-9999,"-",4.8,33,18,17.0,7.5,1007.3,1007.3,1007.3,"-","0.0",53,"-","-",-9999.0,-9999,"10","Rain","NNE",24,13
180,94610,"Perth Airport","IDW60901","02/05:00am","20180702050000","20180701210000",-31.9,116.0,12.3,"Partly cloudy",2790,3,-9999,"-",5.1,30,16,17.2,7.0,1007.4,1007.4,1007.4,"-","0.0",51,"-","-",-9999.0,-9999,"10","-","NNE",22,12
181,94610,"Perth Airport","IDW60901","02/04:30am","20180702043000","20180701203000",-31.9,116.0,13.0,"Partly cloudy",1980,3,-9999,"-",6.2,28,15,17.9,5.0,1008.1,1008.1,1008.1,"-","0.0",42,"-","-",-9999.0,-9999,"10","Rain","NNE",20,11
182,94610,"Perth Airport","IDW60901","02/04:00am","20180702040000","20180701200000",-31.9,116.0,11.7,"Cloudy",3750,8,-9999,"-",6.5,32,17,17.9,4.2,1008.5,1008.5,1008.5,"-","0.0",40,"-","-",-9999.0,-9999,"10","-","NNE",26,14
183,94610,"Perth Airport","IDW60901","02/03:30am","20180702033000","20180701193000",-31.9,116.0,11.9,"-",-9999,-9999,-9999,"-",7.2,32,17,18.4,2.8,1009.3,1009.3,1009.3,"-","0.0",35,"-","-",-9999.0,-9999,"10","-","NNE",26,14
184,94610,"Perth Airport","IDW60901","02/03:00am","20180702030000","20180701190000",-31.9,116.0,11.9,"Mostly cloudy",2500,7,30,"-",7.0,35,19,18.3,3.3,1010.0,1010.0,1010.0,"F","0.0",37,"-","-",-9999.0,-9999,"30","Fine","NNE",26,14
185,94610,"Perth Airport","IDW60901","02/02:30am","20180702023000","20180701183000",-31.9,116.0,12.3,"-",-9999,-9999,-9999,"-",7.2,32,17,18.4,2.8,1009.9,1009.9,1009.9,"-","0.0",35,"-","-",-9999.0,-9999,"10","-","N",24,13
186,94610,"Perth Airport","IDW60901","02/02:00am","20180702020000","20180701180000",-31.9,116.0,13.3,"-",-9999,-9999,-9999,"-",7.1,28,15,18.5,3.3,1010.1,1010.1,1010.1,"-","0.0",36,"-","-",-9999.0,-9999,"10","-","NNE",20,11
187,94610,"Perth Airport","IDW60901","02/01:30am","20180702013000","20180701173000",-31.9,116.0,12.4,"-",-9999,-9999,-9999,"-",7.2,30,16,18.5,3.0,1010.4,1010.4,1010.4,"-","0.0",35,"-","-",-9999.0,-9999,"10","-","NNE",24,13
188,94610,"Perth Airport","IDW60901","02/01:00am","20180702010000","20180701170000",-31.9,116.0,13.2,"-",-9999,-9999,-9999,"-",7.0,30,16,18.4,3.5,1010.9,1010.9,1010.9,"-","0.0",37,"-","-",-9999.0,-9999,"10","-","NNE",20,11
[$]

